GEO_ID,FIPS,Census Tract,Parish,Total Population,Median Home Value,% Medicaid/Public Insurance,Median Family Income,Poverty Rate (%),Labor Force Participation (%),Unemployment Rate (%),HS Degree or More (%),Bachelor's Degree or More (%),Broadband Internet (%),Disability Population (%)
1400000US22019001201,22019001201,12.01,Calcasieu Parish,5004,148600,100,55380,13.5,54.8,12.2,87.3,16.2,65.9,22.3
1400000US22019001202,22019001202,12.02,Calcasieu Parish,2770,135200,100,33157,32.5,60.5,16.4,89,14.2,56.9,19.8
1400000US22019001301,22019001301,13.01,Calcasieu Parish,3823,278100,100,110068,12.8,71.3,1,93.1,36.9,66.9,10.4
1400000US22019001302,22019001302,13.02,Calcasieu Parish,3428,200700,100,61092,15.7,65.1,5.6,97.5,34.8,73.2,11.3
1400000US22019001401,22019001401,14.01,Calcasieu Parish,3180,206200,100,41058,23.2,69.8,10.4,82.4,21.3,68.6,9.6
1400000US22019001402,22019001402,14.02,Calcasieu Parish,2825,-,100,87863,17.4,62.5,7.6,88,41.3,76.7,19.7
1400000US22019001500,22019001500,15,Calcasieu Parish,1523,96800,100,28482,34.8,57.2,8.9,76.8,5.2,50.8,18
1400000US22019001600,22019001600,16,Calcasieu Parish,3435,135200,100,26706,45.3,22,5.7,84.1,8.2,38.9,19.3
1400000US22019001700,22019001700,17,Calcasieu Parish,12321,220200,100,67303,19.2,69.1,5.4,82.7,16.2,70.2,16.6
1400000US22019001802,22019001802,18.02,Calcasieu Parish,6582,302200,100,94679,11.8,86.8,2.8,97.9,46.7,76.3,11.4
1400000US22019001803,22019001803,18.03,Calcasieu Parish,5048,516400,100,133713,5.4,73.8,4.9,97.6,46,83.8,10.1
1400000US22019001901,22019001901,19.01,Calcasieu Parish,4174,342400,100,107604,3.4,55.8,0,98.4,46.4,70.8,11.9
1400000US22019001905,22019001905,19.05,Calcasieu Parish,4021,334800,100,73182,16.1,72.8,2.4,89.3,29.8,85.5,5.5
1400000US22019001906,22019001906,19.06,Calcasieu Parish,3375,290700,100,77318,15.7,65.2,4.9,96.3,36.3,80,19.2
1400000US22019001907,22019001907,19.07,Calcasieu Parish,2613,308200,100,68864,8.5,73,3.2,99.1,43.8,85.5,8.3
1400000US22019001908,22019001908,19.08,Calcasieu Parish,3644,503300,100,116364,2.4,66.2,5.4,98.6,51.6,77.7,7.4
1400000US22019002001,22019002001,20.01,Calcasieu Parish,5742,146900,100,58294,9.4,63.8,15.6,93.7,25.1,58.6,11
1400000US22019002002,22019002002,20.02,Calcasieu Parish,5485,272600,100,115491,8.5,68.5,7.5,95.2,16.8,65.1,10.3
1400000US22019002100,22019002100,21,Calcasieu Parish,3353,253500,100,59329,18.7,64.2,4.1,91.9,26,76.2,20.5
1400000US22019002204,22019002204,22.04,Calcasieu Parish,6078,276200,100,117659,9.9,58.6,0.4,93.9,34.6,67.6,17.7
1400000US22019002205,22019002205,22.05,Calcasieu Parish,5111,295800,100,108707,12.3,55.8,0.6,94.2,35.4,72.1,8.7
1400000US22019002206,22019002206,22.06,Calcasieu Parish,4693,239200,100,101463,5.5,61.2,8,90.6,28.2,75.3,12.9
1400000US22019002207,22019002207,22.07,Calcasieu Parish,3193,269000,100,100357,7.3,55.9,2.3,95.1,32,73.4,14.6
1400000US22019002208,22019002208,22.08,Calcasieu Parish,3233,200800,94.2,63899,4.1,50.9,1.3,90.5,14.6,68.2,5.5
1400000US22019002300,22019002300,23,Calcasieu Parish,3888,192000,100,85130,9.7,55.7,2.4,92.7,21.8,45.1,8.2
1400000US22019002401,22019002401,24.01,Calcasieu Parish,3159,174200,100,65335,24.5,43.8,3.9,77.8,15.5,52.7,24.2
1400000US22019002402,22019002402,24.02,Calcasieu Parish,2832,168200,100,65040,11.7,73.4,1.1,91.1,10.8,40.1,10.4
1400000US22019002500,22019002500,25,Calcasieu Parish,4034,215300,100,85884,8.9,51.7,1.5,90.4,13.3,63.6,14.4
1400000US22019002600,22019002600,26,Calcasieu Parish,4722,168600,100,67623,10.9,54.2,5.9,88.1,21.6,48.7,18.7
1400000US22019002701,22019002701,27.01,Calcasieu Parish,4975,221200,100,71905,10.9,64.3,7.1,91.4,18.3,48.1,15.6
1400000US22019002702,22019002702,27.02,Calcasieu Parish,3316,158200,100,77690,17.3,50.4,0,92.2,23.1,64.6,12.7
1400000US22019002800,22019002800,28,Calcasieu Parish,3358,85500,91.4,46793,18.3,58.2,4.4,87.4,9.4,43.7,27.9
1400000US22019002900,22019002900,29,Calcasieu Parish,2280,151000,100,45926,16.9,49,7.6,86,12.4,68.8,16.1
1400000US22019003000,22019003000,30,Calcasieu Parish,3696,168600,100,59394,17.3,58.4,2.5,91.4,19.3,53.4,16.3
1400000US22019003101,22019003101,31.01,Calcasieu Parish,5817,201700,100,78412,13.1,58.1,2.2,90,17.9,60.5,7.1
1400000US22019003102,22019003102,31.02,Calcasieu Parish,2166,234600,100,86774,5.8,63.7,7.3,96.7,31.7,88.4,19.3
1400000US22019003200,22019003200,32,Calcasieu Parish,2311,181300,100,53095,30,45.1,9.8,71.3,11.7,38.3,11.5
1400000US22019003300,22019003300,33,Calcasieu Parish,6349,227900,100,83408,19,71.8,1.8,75.9,17.3,55,9.6
1400000US22019003400,22019003400,34,Calcasieu Parish,5404,267300,100,113224,6.4,63.8,1.5,91.4,28.6,71,14.4
1400000US22019003500,22019003500,35,Calcasieu Parish,3160,105800,100,41688,24.9,55.6,3.6,82,10.4,60.9,12.2
1400000US22019003601,22019003601,36.01,Calcasieu Parish,2986,162800,100,50961,22.5,51.1,12.5,86.6,5.4,26.6,16
1400000US22019003602,22019003602,36.02,Calcasieu Parish,990,74100,100,32250,33.4,47.1,0,88.9,14,20,19
1400000US22019980000,22019980000,9800,Calcasieu Parish,0,-,-,-,-,,,-,-,,-
1400000US22019980100,22019980100,9801,Calcasieu Parish,0,-,-,-,-,,,-,-,,-
1400000US22021000100,22021000100,1,Caldwell Parish,2266,81400,100,41838,27,53.8,3.9,79.9,9.9,21,23.3
1400000US22021000200,22021000200,2,Caldwell Parish,3087,118200,100,45712,34.7,53,5.2,82.4,8.9,37.6,24.4
1400000US22021000300,22021000300,3,Caldwell Parish,4147,94800,100,66667,26.9,44.1,18.4,80.8,13.6,36.6,21.2
1400000US22023970101,22023970101,9701.01,Cameron Parish,3320,199700,100,82125,9.2,59.1,2.3,95.3,16.9,73,15.5
1400000US22023970102,22023970102,9701.02,Cameron Parish,460,162200,100,32917,0.4,29.1,0,74.9,10.1,7.6,33.5
1400000US22023970202,22023970202,9702.02,Cameron Parish,336,134500,100,62702,4.5,52.7,4.2,92.6,22.1,52,25
1400000US22023970203,22023970203,9702.03,Cameron Parish,899,231300,100,105263,10.5,66.4,1.1,91,18.1,38.2,6.1
1400000US22023990000,22023990000,9900,Cameron Parish,0,-,-,-,-,,,-,-,,-
1400000US22025000100,22025000100,1,Catahoula Parish,4505,82300,100,51506,18.7,42.7,7.6,77.6,14.5,12.9,13.1
1400000US22025000200,22025000200,2,Catahoula Parish,1760,106300,100,48929,28.8,41.3,4.4,74.3,23.9,54.5,19.1
1400000US22025000300,22025000300,3,Catahoula Parish,2318,171900,95.4,36731,29.1,51.4,14.1,80.9,12.4,25.7,28.6
1400000US22027950100,22027950100,9501,Claiborne Parish,2409,79500,100,41875,30.4,37.9,1.9,85.3,13.6,21.7,23.5
1400000US22027950201,22027950201,9502.01,Claiborne Parish,2367,74500,100,34107,13.6,13.5,3.2,66.3,8.1,16,22.7
1400000US22027950202,22027950202,9502.02,Claiborne Parish,931,87900,100,34922,14.4,45.1,9.1,67.8,15.3,15.4,18.8
1400000US22027950300,22027950300,9503,Claiborne Parish,2714,79600,100,20893,45.5,33,11.2,74.9,4.9,28.4,14.2
1400000US22027950400,22027950400,9504,Claiborne Parish,2836,81400,100,22830,44.2,46.3,4.8,77.3,11.7,35.7,15.8
1400000US22027950500,22027950500,9505,Claiborne Parish,2576,92500,100,42813,25.4,50.9,3,91.9,13.8,5.4,10
1400000US22029000100,22029000100,1,Concordia Parish,2341,124700,100,45655,25.9,47.7,4.4,83.6,19.3,29.1,16.5
1400000US22029000201,22029000201,2.01,Concordia Parish,2476,122800,100,36733,38.1,47,23.7,84.4,23.1,34.4,18.8
1400000US22029000202,22029000202,2.02,Concordia Parish,2382,65500,100,22684,47.8,46.2,11.1,82.2,18.1,40.2,29.1
1400000US22029000300,22029000300,3,Concordia Parish,3523,55400,100,37388,19.1,51.2,12.8,82.3,8.5,25.9,26.3
1400000US22029000400,22029000400,4,Concordia Parish,4168,154700,100,45905,22.3,51.6,5.1,89.8,22.7,57.4,18.4
1400000US22029000500,22029000500,5,Concordia Parish,3284,108600,100,61250,17.4,35.2,17.3,76.2,13.5,29.9,26.8
1400000US22031950101,22031950101,9501.01,De Soto Parish,2926,233400,100,77089,14.7,60.6,0,92.6,25.1,55.5,19
1400000US22031950102,22031950102,9501.02,De Soto Parish,3067,122400,100,47543,24.6,56.1,4.3,91.1,21,46.8,15
1400000US22031950103,22031950103,9501.03,De Soto Parish,4882,288400,100,86510,11,61.1,0.2,91.7,24.8,75.2,14.4
1400000US22031950200,22031950200,9502,De Soto Parish,3798,129300,100,45550,22,50.5,7.4,79.3,11.8,32.4,23.1
1400000US22031950300,22031950300,9503,De Soto Parish,2353,189600,100,60268,24.4,48.3,8.5,92.3,21.6,26.5,17.1
1400000US22031950400,22031950400,9504,De Soto Parish,2547,105300,100,41436,21.9,45.7,8.3,72.1,8.3,51.2,32.1
1400000US22031950500,22031950500,9505,De Soto Parish,1732,107000,100,27098,42.2,48.9,18.3,78.6,8.8,36.8,23.9
1400000US22031950600,22031950600,9506,De Soto Parish,3166,102900,100,35550,35.9,41.1,12.1,82,6.1,41.8,22.3
1400000US22031950700,22031950700,9507,De Soto Parish,2555,53100,100,37148,21.6,54.1,8.3,89.2,8.7,22.9,17.1
1400000US22033000100,22033000100,1,East Baton Rouge Parish,1190,38700,100,31432,39.9,50.9,17.3,73.4,2.3,53.2,21.6
1400000US22033000200,22033000200,2,East Baton Rouge Parish,6279,141900,100,20759,60.6,36.8,6.1,55.3,6.3,56.4,26.3
1400000US22033000300,22033000300,3,East Baton Rouge Parish,957,101300,100,25954,33.3,47.1,10.1,91.6,10.9,41.3,30.7
1400000US22033000400,22033000400,4,East Baton Rouge Parish,2373,138500,100,37472,40.8,66.5,13.6,82.4,9.7,66.8,23
1400000US22033000500,22033000500,5,East Baton Rouge Parish,2655,60900,100,19611,57.5,48.9,31.7,78,4.3,69.3,14.4
1400000US22033000601,22033000601,6.01,East Baton Rouge Parish,2291,98900,100,24167,48,60.5,11.8,88.7,23.7,61.5,19.1
1400000US22033000602,22033000602,6.02,East Baton Rouge Parish,3783,103400,100,26762,29.2,48.9,12.2,70,10.4,49.4,21.3
1400000US22033000701,22033000701,7.01,East Baton Rouge Parish,2158,130000,100,39516,34.1,60.4,6.4,71.7,10.2,65.5,9
1400000US22033000702,22033000702,7.02,East Baton Rouge Parish,3095,110200,100,41201,27.8,62.4,17.9,79,12.9,64.2,14.6
1400000US22033000900,22033000900,9,East Baton Rouge Parish,3386,94400,100,35471,34.4,56.8,13.8,85.7,13.9,66.7,31
1400000US22033001000,22033001000,10,East Baton Rouge Parish,2625,65700,100,38149,24.3,55.1,5.4,79.2,14.2,37.7,27.8
1400000US22033001102,22033001102,11.02,East Baton Rouge Parish,3858,176700,100,29470,24.1,54,4.5,79.8,21.9,53.9,19.2
1400000US22033001103,22033001103,11.03,East Baton Rouge Parish,3647,165500,100,31388,40.5,67.6,45,78.7,12.9,83.7,18.4
1400000US22033001104,22033001104,11.04,East Baton Rouge Parish,3305,95800,100,21373,46,52.5,10.4,79.2,1.9,34.3,18.4
1400000US22033001600,22033001600,16,East Baton Rouge Parish,3492,324500,100,58137,14.2,83,9.4,92.9,59.3,80,5.7
1400000US22033001700,22033001700,17,East Baton Rouge Parish,4285,382600,100,88800,14.6,60.7,3.2,91.1,53.8,86.8,11.8
1400000US22033001800,22033001800,18,East Baton Rouge Parish,2376,239700,100,46509,13.3,64.1,17,94,45.2,67.6,15.9
1400000US22033001900,22033001900,19,East Baton Rouge Parish,3466,462400,100,92782,6.1,75.6,2.4,98.8,60.5,83.6,11.4
1400000US22033002000,22033002000,20,East Baton Rouge Parish,3877,369800,100,98750,12.1,56.4,3.8,95.8,53.8,80.3,14
1400000US22033002200,22033002200,22,East Baton Rouge Parish,983,165600,100,45625,24.6,67.3,15.2,84.9,26.6,72.2,20.3
1400000US22033002300,22033002300,23,East Baton Rouge Parish,2645,339200,100,76811,5.6,72.8,2.6,99.6,70.7,87.5,9.3
1400000US22033002400,22033002400,24,East Baton Rouge Parish,1693,187500,100,33160,33.2,74.3,5.5,81.7,23.1,77,19.8
1400000US22033002500,22033002500,25,East Baton Rouge Parish,2998,122400,100,37333,45.4,62.9,8,82.8,32.5,71.5,19.7
1400000US22033002601,22033002601,26.01,East Baton Rouge Parish,4159,513100,100,74072,26.3,60.3,4,99.6,79.6,91.1,10.1
1400000US22033002602,22033002602,26.02,East Baton Rouge Parish,5182,456700,100,57543,10.3,48.9,0,95.7,57.5,76.4,21.4
1400000US22033002700,22033002700,27,East Baton Rouge Parish,1539,-,100,82906,6.4,70.3,5.6,89.3,42.5,67.2,9.5
1400000US22033002801,22033002801,28.01,East Baton Rouge Parish,4840,229200,-,-,69.9,44.9,12.6,87.4,76.3,47.6,11.1
1400000US22033002802,22033002802,28.02,East Baton Rouge Parish,5507,604200,100,28488,29.7,44.2,3.1,89.7,71.5,68.5,7.8
1400000US22033003000,22033003000,30,East Baton Rouge Parish,4621,117100,91.6,20938,51.2,37.6,13,72.2,12.6,67.5,17.8
1400000US22033003104,22033003104,31.04,East Baton Rouge Parish,5583,107000,100,24657,41.2,37.5,12.9,74.5,10.2,49.3,20.7
1400000US22033003201,22033003201,32.01,East Baton Rouge Parish,3167,172500,97.4,46768,14.1,56.1,15.3,84.7,11.8,78.9,34.2
1400000US22033003202,22033003202,32.02,East Baton Rouge Parish,3363,218800,100,60317,21.9,65.2,19.3,86.4,24,77.7,17.8
1400000US22033003300,22033003300,33,East Baton Rouge Parish,4651,125200,100,29970,36.7,60.3,9.6,74.9,12,70.3,24.3
1400000US22033003400,22033003400,34,East Baton Rouge Parish,6235,140100,100,33375,28.2,43.4,16.4,82.1,14.1,63.9,27.5
1400000US22033003501,22033003501,35.01,East Baton Rouge Parish,2955,193700,100,49492,19,61.6,5.4,85.5,26.5,56.7,13.7
1400000US22033003504,22033003504,35.04,East Baton Rouge Parish,7037,135600,100,36840,34.6,47.8,18.7,85.3,20.1,74.2,14
1400000US22033003505,22033003505,35.05,East Baton Rouge Parish,2823,148800,100,53295,23.4,68.4,19.7,84.4,7.1,62.3,18.9
1400000US22033003506,22033003506,35.06,East Baton Rouge Parish,5895,204800,100,47500,32.6,59.6,22.3,95.2,16.6,69.4,10.1
1400000US22033003507,22033003507,35.07,East Baton Rouge Parish,4066,176000,100,72928,10.5,57.5,4.3,98.2,15.8,77,25.3
1400000US22033003601,22033003601,36.01,East Baton Rouge Parish,2804,210700,100,49395,23.4,54.5,9.4,86.9,26.3,66.8,22.3
1400000US22033003603,22033003603,36.03,East Baton Rouge Parish,2330,133600,100,41480,28.1,60,11.8,86.3,15.4,58.3,12.7
1400000US22033003604,22033003604,36.04,East Baton Rouge Parish,6729,137400,100,38750,34.7,60.9,7.4,73.6,7.7,68,8.9
1400000US22033003701,22033003701,37.01,East Baton Rouge Parish,6190,211200,88.8,64602,12.6,66.4,7.5,93.6,37.3,81.9,15.6
1400000US22033003702,22033003702,37.02,East Baton Rouge Parish,3785,230000,100,67404,11.8,64.1,5.3,95.2,35,82.1,13.8
1400000US22033003703,22033003703,37.03,East Baton Rouge Parish,7982,241000,100,102719,8.5,73,9.5,85.3,41.1,85.9,14.1
1400000US22033003804,22033003804,38.04,East Baton Rouge Parish,4386,230500,100,51750,15,64.4,3.5,93.5,45.6,75.4,18.7
1400000US22033003806,22033003806,38.06,East Baton Rouge Parish,4083,402200,97.3,54948,29.5,51.5,2.7,92,46,74,15.6
1400000US22033003807,22033003807,38.07,East Baton Rouge Parish,3845,641700,100,97786,12,70.7,0.4,93.8,56.8,89.1,7.8
1400000US22033003808,22033003808,38.08,East Baton Rouge Parish,2505,185600,100,71786,12.5,69.9,0,95.9,51.3,78,12.9
1400000US22033003809,22033003809,38.09,East Baton Rouge Parish,2590,290600,100,81578,6.3,75.8,2.3,99.9,73.1,81.5,11.2
1400000US22033003810,22033003810,38.1,East Baton Rouge Parish,2619,318200,100,97813,2.4,70.7,1.8,99,64.2,84.3,12.5
1400000US22033003811,22033003811,38.11,East Baton Rouge Parish,4583,340300,100,72283,11.7,64.7,9.9,98.6,53.2,78.2,14
1400000US22033003907,22033003907,39.07,East Baton Rouge Parish,6560,322900,100,64769,13.5,69.8,15.9,97.3,47.7,84.7,18.3
1400000US22033003908,22033003908,39.08,East Baton Rouge Parish,4834,239600,100,75949,15.2,66.1,0.6,95.5,48.6,85.7,12
1400000US22033003909,22033003909,39.09,East Baton Rouge Parish,4750,190400,100,48479,15.8,55.3,2.6,91.5,36,76.6,24.2
1400000US22033003910,22033003910,39.1,East Baton Rouge Parish,4001,255200,100,50271,14.6,70.7,0.6,81.8,22.3,62.6,12
1400000US22033003911,22033003911,39.11,East Baton Rouge Parish,4626,230500,100,76693,12.4,68.3,2.2,94.8,45,76.9,7.6
1400000US22033003912,22033003912,39.12,East Baton Rouge Parish,3392,210400,100,38360,17.7,58.8,11.2,85.1,9.2,54.8,23.7
1400000US22033003913,22033003913,39.13,East Baton Rouge Parish,6473,304700,100,77768,6,75.6,2.8,99.5,47.9,91.1,7.2
1400000US22033003914,22033003914,39.14,East Baton Rouge Parish,3099,258100,100,87639,7.3,71.8,3.3,95.9,35.3,95,17
1400000US22033004010,22033004010,40.1,East Baton Rouge Parish,5477,242000,100,94267,4.1,58.7,3,91,46.4,81.5,9.9
1400000US22033004013,22033004013,40.13,East Baton Rouge Parish,3825,138300,100,47822,19.9,69.8,8.7,96.4,38.2,71.7,11.8
1400000US22033004017,22033004017,40.17,East Baton Rouge Parish,3795,239900,100,97564,6.3,66.4,9.9,87.2,46.5,84.6,26.2
1400000US22033004018,22033004018,40.18,East Baton Rouge Parish,2141,269800,100,60047,15.2,65.6,15.3,92,39.1,73.3,20.8
1400000US22033004019,22033004019,40.19,East Baton Rouge Parish,3682,397400,100,90851,6.3,53.9,2.5,99.3,60.4,85.1,13.5
1400000US22033004020,22033004020,40.2,East Baton Rouge Parish,5356,498700,100,98250,12.4,56.1,0.8,98,77.7,84.5,10.8
1400000US22033004021,22033004021,40.21,East Baton Rouge Parish,4868,442500,100,95495,4.6,72.3,1.7,94.8,53.5,82.3,9.1
1400000US22033004022,22033004022,40.22,East Baton Rouge Parish,5334,444400,100,145439,2.5,73.6,0,96.1,60,90.8,8.1
1400000US22033004023,22033004023,40.23,East Baton Rouge Parish,4212,140100,-,34202,49,78.6,5.8,89.7,75.2,65.4,9
1400000US22033004024,22033004024,40.24,East Baton Rouge Parish,5250,198800,100,45992,41.3,71.1,7.3,97.5,62.7,81.8,5.6
1400000US22033004025,22033004025,40.25,East Baton Rouge Parish,2399,471100,100,173720,13.3,59.9,1,100,83.6,91.3,9.7
1400000US22033004026,22033004026,40.26,East Baton Rouge Parish,8615,394700,100,155694,3,76.9,6.1,98.9,69.3,88.3,6.9
1400000US22033004027,22033004027,40.27,East Baton Rouge Parish,1568,920200,100,151750,2.5,43.5,2.7,97.7,73,93.7,13.3
1400000US22033004028,22033004028,40.28,East Baton Rouge Parish,4043,190800,100,49037,34.9,73.3,7.2,80.9,33,83.6,19
1400000US22033004029,22033004029,40.29,East Baton Rouge Parish,4060,183700,100,59182,20.2,73.5,9.7,88.4,25.1,63.3,12.8
1400000US22033004030,22033004030,40.3,East Baton Rouge Parish,4118,278800,100,55303,35,77.2,2.7,90.6,31.5,82.2,4.1
1400000US22033004031,22033004031,40.31,East Baton Rouge Parish,5660,291100,100,36105,44.4,68.4,3.1,92.2,48.6,74.9,7
1400000US22033004201,22033004201,42.01,East Baton Rouge Parish,3936,154700,100,37186,34.6,63.2,13.3,86.8,23.1,77.8,10.4
1400000US22033004203,22033004203,42.03,East Baton Rouge Parish,2640,150000,100,38533,26.5,38.5,8.5,80.9,14.9,55,26.1
1400000US22033004204,22033004204,42.04,East Baton Rouge Parish,4106,118200,100,36165,36.3,45.4,2.4,88,30.6,69.1,18.1
1400000US22033004205,22033004205,42.05,East Baton Rouge Parish,5981,158300,100,63322,19.1,73,20.8,89.4,21.7,69.8,19.6
1400000US22033004301,22033004301,43.01,East Baton Rouge Parish,5484,227900,100,77124,15,55.5,0,93.9,28.8,67.3,16.1
1400000US22033004302,22033004302,43.02,East Baton Rouge Parish,5951,220000,100,100048,7.8,66.9,2.8,98,33.4,82.8,11.1
1400000US22033004401,22033004401,44.01,East Baton Rouge Parish,4658,350500,100,82599,7.8,60.7,2.9,95.8,41.7,83.7,16.5
1400000US22033004402,22033004402,44.02,East Baton Rouge Parish,6539,281000,100,108248,3.7,73.3,3.6,95,27,85.9,8.5
1400000US22033004403,22033004403,44.03,East Baton Rouge Parish,7097,325500,100,105804,8.2,68.4,1,99.1,35.1,89.9,11.5
1400000US22033004503,22033004503,45.03,East Baton Rouge Parish,5942,170300,100,56367,14.4,64.1,9.7,87.1,31.4,84,12.1
1400000US22033004504,22033004504,45.04,East Baton Rouge Parish,5896,229100,100,74758,4.7,74.1,9.2,95.7,30,81.8,15.8
1400000US22033004507,22033004507,45.07,East Baton Rouge Parish,4063,298700,100,113778,13.7,63.5,2.6,96.2,47.7,89.2,10.5
1400000US22033004509,22033004509,45.09,East Baton Rouge Parish,6742,231800,100,77664,18.7,66.9,8.2,88.5,38.8,87.1,12.2
1400000US22033004511,22033004511,45.11,East Baton Rouge Parish,5003,214200,100,64706,20,79.7,18.2,81.7,32.1,77.6,7.7
1400000US22033004512,22033004512,45.12,East Baton Rouge Parish,2480,356600,100,138508,10.3,77.1,7.6,94.7,49.6,93.9,8.4
1400000US22033004513,22033004513,45.13,East Baton Rouge Parish,4726,351300,100,110521,11.8,67,6.9,97.8,60.9,83.6,11
1400000US22033004514,22033004514,45.14,East Baton Rouge Parish,2736,399200,100,148750,2.2,61.3,9.5,100,57.6,94.4,13.9
1400000US22033004515,22033004515,45.15,East Baton Rouge Parish,4178,297300,100,122567,3.4,62.6,7.4,97.5,45.4,88.4,12.8
1400000US22033004516,22033004516,45.16,East Baton Rouge Parish,4511,242500,100,110748,4.6,71.6,5.1,96.1,66.5,65.3,11
1400000US22033004602,22033004602,46.02,East Baton Rouge Parish,7237,227100,100,69890,13.4,64.2,2.5,91.5,22.4,70.5,16.3
1400000US22033004603,22033004603,46.03,East Baton Rouge Parish,7269,367400,100,79908,11.8,62.6,8.6,93.8,44,87.9,13.8
1400000US22033004605,22033004605,46.05,East Baton Rouge Parish,7128,264100,100,138190,3.6,74.9,2.3,94.2,40.4,84.9,8.8
1400000US22033004606,22033004606,46.06,East Baton Rouge Parish,6247,266500,100,92620,5.9,74.4,14.4,100,36.4,92,7.5
1400000US22033004700,22033004700,47,East Baton Rouge Parish,5516,248100,100,67159,6.8,48.6,11.4,94.7,30.9,71.6,11.3
1400000US22033004800,22033004800,48,East Baton Rouge Parish,4695,372700,100,60597,32.9,73.6,8.3,98,77.1,88.6,8.3
1400000US22033004900,22033004900,49,East Baton Rouge Parish,4550,464900,100,136053,6,60.6,3.3,98.6,76.6,77,6.5
1400000US22033005000,22033005000,50,East Baton Rouge Parish,3742,308600,100,116607,3.5,61.5,3.7,98.5,76.1,94.6,14.3
1400000US22033005100,22033005100,51,East Baton Rouge Parish,3051,381000,100,52827,17.4,73.4,3.3,91.7,39.5,73.8,21.5
1400000US22033005200,22033005200,52,East Baton Rouge Parish,2015,260000,100,48258,24.2,69.9,12.1,92.2,37.6,72.7,20.7
1400000US22033005300,22033005300,53,East Baton Rouge Parish,3210,194100,100,28995,41.3,45,9,83.8,26.8,39.7,30.1
1400000US22033980000,22033980000,9800,East Baton Rouge Parish,0,-,-,-,-,,,-,-,,-
1400000US22035000100,22035000100,1,East Carroll Parish,2377,181600,100,32396,31.7,50.1,20.5,89.2,24.7,43.1,20.1
1400000US22035000200,22035000200,2,East Carroll Parish,2735,104900,100,51042,25.7,21.3,9.9,63.1,7.8,37.9,17.9
1400000US22035000300,22035000300,3,East Carroll Parish,1960,57100,100,27423,44.5,59,9.8,71.7,7,59.8,23.6
1400000US22037951300,22037951300,9513,East Feliciana Parish,2807,204200,100,74917,15.7,53.7,0.7,83.4,23.7,45.2,19.2
1400000US22037951400,22037951400,9514,East Feliciana Parish,3969,193900,100,45000,22.3,47.6,6.3,84.9,22.7,46.8,18.5
1400000US22037951501,22037951501,9515.01,East Feliciana Parish,1430,307200,100,87898,3.1,53.1,18.5,92.8,30.2,76.6,10.1
1400000US22037951502,22037951502,9515.02,East Feliciana Parish,7126,247000,98.5,71397,11.2,34.1,6.4,80.7,12,42.6,15.9
1400000US22037951600,22037951600,9516,East Feliciana Parish,3939,224000,100,74813,16.6,52.5,3.5,90.7,22.5,56.3,22.2
1400000US22039950101,22039950101,9501.01,Evangeline Parish,2398,198300,100,56417,27.7,56.1,5.3,80.4,20.5,50.2,32.1
1400000US22039950102,22039950102,9501.02,Evangeline Parish,3641,102300,100,53688,9.6,46.5,5.1,73.6,5.7,48.2,25.7
1400000US22039950200,22039950200,9502,Evangeline Parish,1615,112700,100,50833,9.7,44.3,4.2,67.8,9.4,40.3,26.5
1400000US22039950301,22039950301,9503.01,Evangeline Parish,1067,118800,100,49292,12.7,57.7,10.5,89,17.2,26.6,18
1400000US22039950302,22039950302,9503.02,Evangeline Parish,3923,142900,100,52225,20,46.5,7.7,82.7,12.2,40.4,13.4
1400000US22039950401,22039950401,9504.01,Evangeline Parish,2975,90800,100,25192,49.8,59.7,7.3,75.5,8.9,54.8,22.4
1400000US22039950402,22039950402,9504.02,Evangeline Parish,3207,173700,100,60481,23.3,55.3,6,86.5,18.2,58.6,17.7
1400000US22039950500,22039950500,9505,Evangeline Parish,2621,119600,100,24820,40.8,48.2,13.7,77.7,28.4,54.2,23.6
1400000US22039950600,22039950600,9506,Evangeline Parish,3084,59900,100,23462,37.4,58.2,28.4,54.9,6,29.7,16.6
1400000US22039950700,22039950700,9507,Evangeline Parish,3662,160000,100,57796,19.4,57.7,6.2,83.9,23.7,59.6,18.8
1400000US22039950800,22039950800,9508,Evangeline Parish,3867,131900,100,45758,18.5,46.6,10.1,76.3,8.4,40.1,22.9
1400000US22041950100,22041950100,9501,Franklin Parish,3605,133700,100,60417,7.3,59.2,9.8,88.2,24.9,37.6,13.9
1400000US22041950200,22041950200,9502,Franklin Parish,4150,74800,100,55243,20.7,41.9,4.3,80,15.6,30.4,9.3
1400000US22041950300,22041950300,9503,Franklin Parish,5053,95900,100,37744,31.4,53.7,10.3,71.9,12.2,57.2,25.2
1400000US22041950400,22041950400,9504,Franklin Parish,2831,201300,100,60568,12.2,54,3.8,81.7,19.5,22.7,24.4
1400000US22041950500,22041950500,9505,Franklin Parish,1802,150000,100,54294,20.8,39.7,9.8,82.8,17.3,32.8,18.4
1400000US22041950600,22041950600,9506,Franklin Parish,1967,102500,100,36950,26.6,52.5,12.4,84.5,17.1,34.4,13.7
1400000US22043020100,22043020100,201,Grant Parish,2001,96300,100,55096,23.5,54,11.5,85.7,16.3,17.6,19.7
1400000US22043020200,22043020200,202,Grant Parish,3021,77500,100,68654,20.6,52.3,5.4,83.4,21.3,32.7,26.8
1400000US22043020300,22043020300,203,Grant Parish,2895,115400,100,48264,22.8,46.2,5.9,86.1,11.9,44.8,18.6
